CODUSU;NRO_HOGAR;REALIZADA;ANO4ZADA;TRIMESTRE;REGIONRE;MAS_500;AGLOMERADO;PONDERADO;IV1ERA;IV1_ESP;IV2ESP;IV3;IV3_ESP;IV4ESP;IV5;IV6;IV7;IV7_ESP;IV8ESP;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1_3;II2;II3;II3_1;II4_1;II4_2;II4_3;II53;II5_1;II61;II6_1;II71;II7_ESP;II8ESP;II8_ESP;II9ESP;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITFAYEQ10;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCFFR;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
400848;1;1;2014;1;43;N;38;80;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;8500;06;06;06;;06;06;2125.0;04;04;04;;04;04;2;0;98;0;0;0;01000
404646;1;1;2014;1;43;N;38;76;1;;4;2;;5;2;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;2700;01;01;01;;02;01;540.0;01;01;01;;01;01;2;0;98;0;0;0;10000
400502;1;1;2014;1;43;N;38;91;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;0;8;17200;09;09;09;;09;10;2150.0;04;04;04;;05;04;3;0;2;0;0;0;00000
395425;1;1;2014;1;43;N;38;90;1;;3;1;;5;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;1;1;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;2;5;4300;03;03;03;;03;03;614.28570556641;01;01;01;;01;01;1;0;3;0;0;0;10000
400118;1;1;2014;1;43;N;38;66;1;;4;1;;1;2;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;10780;07;07;07;;07;08;5390.0;08;09;08;;09;09;2;0;98;0;0;0;00000
396673;1;1;2014;1;43;N;38;86;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;00;00;00;;00;00;0.0;00;00;00;;00;00;2;0;98;0;0;0;00000
386893;1;1;2014;1;43;N;38;99;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3800;02;02;02;;02;02;3800.0;07;07;07;;07;07;1;0;98;0;0;0;00000
391713;1;1;2014;1;43;N;38;99;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2700;01;01;01;;02;01;2700.0;05;06;05;;06;06;1;0;98;0;0;0;00000
392466;1;1;2014;1;43;N;38;99;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;1;1;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;4200;02;03;03;;03;03;4200.0;07;08;07;;08;08;1;0;96;0;0;0;00000
389665;1;1;2014;1;43;N;38;95;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;7000;05;05;05;;05;05;7000.0;09;10;09;;09;10;1;0;98;0;0;0;00000
389826;1;1;2014;1;43;N;38;113;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;00;00;00;;00;00;0.0;00;00;00;;00;00;1;0;98;0;0;0;00000
386898;1;1;2014;1;43;N;38;103;2;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3000;02;02;02;;02;02;3000.0;06;06;06;;06;06;1;0;97;0;0;0;00000
389849;1;1;2014;1;43;N;38;346;1;;3;1;;5;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;4500;03;03;03;;03;03;1500.0;03;03;02;;03;03;2;0;1;0;0;0;00000
389598;1;1;2014;1;43;N;38;311;1;;2;1;;9;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2700;01;01;01;;02;01;1350.0;02;02;02;;03;03;1;0;98;0;0;0;00000
387961;1;1;2014;1;43;N;38;267;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;15000;09;09;09;;09;09;3750.0;07;07;07;;07;07;2;0;96;0;0;0;10000
389745;1;1;2014;1;43;N;38;335;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;18000;09;09;09;;09;10;4500.0;08;08;08;;08;08;2;0;4;0;0;0;00000
392870;1;1;2014;1;43;N;38;226;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4000;02;03;03;;03;03;2000.0;04;04;03;;04;04;2;0;98;0;0;0;00010
391298;1;1;2014;1;43;N;38;268;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2980;02;02;02;;02;02;1490.0;02;03;02;;03;03;1;0;98;0;0;0;00010
390578;1;1;2014;1;43;N;38;246;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;19500;10;10;10;;10;10;4875.0;08;08;08;;08;08;2;0;98;0;0;0;10100
399554;1;1;2014;1;43;N;38;73;1;;3;1;;4;2;1;1;;1;1;2;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;4300;03;03;03;;03;03;4300.0;07;08;07;;08;08;1;0;98;0;0;0;10000
396297;1;1;2014;1;43;N;38;84;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;7000;05;05;05;;05;05;7000.0;09;10;09;;09;10;1;0;98;0;0;0;10000
393736;1;1;2014;1;43;N;38;85;1;;3;1;;5;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;6000;04;04;04;;05;05;2000.0;04;04;03;;04;04;1;0;98;0;0;0;00000
405999;1;1;2014;1;43;N;38;64;1;;3;1;;5;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;9600;06;07;07;;07;07;1920.0;03;04;03;;04;04;2;0;98;0;0;0;00000
401793;1;1;2014;1;43;N;38;94;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;9;SE LO DIO LA PROVINCIA;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;480;01;01;01;;01;01;160.0;01;01;01;;01;01;1;0;98;0;0;0;10000
400807;1;1;2014;1;43;N;38;87;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;4750;03;03;03;;03;03;950.0;01;01;01;;02;02;2;0;98;0;0;0;00000
397972;1;1;2014;1;43;N;38;100;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;3500;02;02;02;;02;02;1166.6666259766;02;02;02;;02;02;2;0;98;0;0;0;00000
397699;1;1;2014;1;43;N;38;76;1;;3;2;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;9900;07;07;07;;07;07;3300.0;06;07;06;;07;07;97;0;98;0;0;0;10000
392303;1;1;2014;1;43;N;38;379;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;7800;05;06;05;;06;06;2600.0;05;05;05;;06;05;2;0;98;0;0;0;00000
386761;1;1;2014;1;43;N;38;259;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;10500;07;07;07;;07;08;5250.0;08;09;08;;09;09;2;0;98;0;0;0;00000
386905;1;1;2014;1;43;N;38;310;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3000;02;02;02;;02;02;3000.0;06;06;06;;06;06;1;0;98;0;0;0;00000
391552;1;1;2014;1;43;N;38;352;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2000;01;01;01;;01;01;2000.0;04;04;03;;04;04;1;0;98;0;0;0;10000
389348;1;1;2014;1;43;N;38;339;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;9000;06;07;06;;07;07;3000.0;06;06;06;;06;06;2;0;98;0;0;0;00000
386763;1;1;2014;1;43;N;38;335;1;;1;2;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;4750;03;03;03;;03;03;1187.5;02;02;02;;02;02;2;0;98;0;0;0;00000
390034;1;1;2014;1;43;N;38;460;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;2;7;17000;09;09;09;;09;10;1888.8889160156;03;04;03;;04;04;2;4;98;0;0;0;11000
392508;1;1;2014;1;43;N;38;388;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;7000;05;05;05;;05;05;2333.3332519531;04;05;04;;05;05;2;0;98;0;0;0;00000
393259;1;1;2014;1;43;N;38;383;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;9000;06;07;06;;07;07;2250.0;04;04;04;;05;05;2;0;98;0;0;0;00000
390757;1;1;2014;1;43;N;38;282;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;10100;07;07;07;;07;07;2020.0;04;04;03;;04;04;1;0;98;0;0;0;00000
395248;1;1;2014;1;43;N;38;88;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;1;3;5500;04;04;04;;04;04;1375.0;02;02;02;;03;03;2;0;98;0;0;0;00000
394429;1;1;2014;1;43;N;38;95;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;15000;09;09;09;;09;09;5000.0;08;08;08;;09;09;1;2;98;0;0;0;10000
395329;1;1;2014;1;43;N;38;96;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;20500;10;10;10;;10;10;5125.0;08;09;08;;09;09;1;0;98;0;0;0;00010
388238;1;1;2014;1;43;N;38;431;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;5860;04;04;04;;04;04;1465.0;02;03;02;;03;03;2;0;4;0;0;0;00000
387144;1;1;2014;1;43;N;38;301;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;22500;10;10;10;;10;10;11250.0;10;10;10;;10;10;1;0;98;0;0;0;00000
391380;1;1;2014;1;43;N;38;301;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;2;2;2;0;0;0;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;13500;08;08;08;;09;09;6750.0;09;09;09;;09;10;2;0;1;0;0;0;00000
389688;1;1;2014;1;43;N;38;417;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;5;2;3;13000;08;08;08;;08;09;2600.0;05;05;05;;06;06;2;0;1;0;0;0;00000
389866;1;1;2014;1;43;N;38;428;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;13500;08;08;08;;09;09;2250.0;04;04;04;;05;05;2;0;98;0;0;0;00000
399217;1;1;2014;1;43;N;38;85;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;15600;09;09;09;;09;09;7800.0;10;10;10;;10;10;96;0;2;0;0;0;00000
393618;1;1;2014;1;43;N;38;93;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;7000;05;05;05;;05;05;7000.0;09;10;09;;09;10;1;0;97;0;0;0;10000
405646;1;1;2014;1;43;N;38;106;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;2;5000;03;04;03;;04;04;1666.6666259766;03;03;03;;03;03;2;0;98;0;0;0;10100
398346;1;1;2014;1;43;N;38;86;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;16700;09;09;09;;09;09;4175.0;07;08;07;;08;08;2;0;98;0;0;0;10000
398497;1;1;2014;1;43;N;38;329;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;10600;07;07;07;;07;08;5300.0;08;09;08;;09;09;2;0;98;0;0;0;00000
388018;1;1;2014;1;43;N;38;466;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1540;01;01;01;;01;01;513.33331298828;01;01;01;;01;01;1;0;2;0;0;0;00000
393359;1;1;2014;1;43;N;38;329;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;8550;06;06;06;;06;06;4275.0;07;08;07;;08;08;2;0;98;0;0;0;00000
391749;1;1;2014;1;43;N;38;375;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;12900;08;08;08;;08;08;12900.0;10;10;10;;10;10;1;0;98;0;0;0;00000
389734;1;1;2014;1;43;N;38;296;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;8500;06;06;06;;06;06;2125.0;04;04;04;;04;04;1;0;98;0;0;0;00000
388639;1;1;2014;1;43;N;38;85;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4500;03;03;03;;03;03;4500.0;08;08;08;;08;08;1;0;98;0;0;0;00000
392748;1;1;2014;1;43;N;38;78;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7950;05;06;06;;06;06;3975.0;07;07;07;;07;08;2;0;98;0;0;0;00000
390687;1;1;2014;1;43;N;38;85;1;;3;2;;5;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3450;02;02;02;;02;02;3450.0;06;07;06;;07;07;97;0;98;0;0;0;00000
387944;1;1;2014;1;43;N;38;118;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;2000;01;01;01;;01;01;400.0;01;01;01;;01;01;2;0;98;0;0;0;10000
392310;1;1;2014;1;43;N;38;91;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;6500;04;05;05;;05;05;3250.0;06;06;06;;07;07;1;2;98;0;0;0;00000
389801;1;1;2014;1;43;N;38;78;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6900;05;05;05;;05;05;3450.0;06;07;06;;07;07;2;0;98;0;0;0;00000
389523;1;1;2014;1;43;N;38;100;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;3500;02;02;02;;02;02;875.0;01;01;01;;02;02;2;0;98;0;0;0;00000
387935;1;1;2014;1;43;N;38;116;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;1;1;2;0;6;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;5;1;4;6480;04;05;05;;05;05;1296.0;02;02;02;;03;02;1;0;98;0;0;0;00000
400707;1;1;2014;1;43;N;38;95;1;;4;1;;5;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;9400;06;07;07;;07;07;1566.6666259766;03;03;02;;03;03;1;0;3;4;0;0;10010
406000;1;1;2014;1;43;N;38;104;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;10500;07;07;07;;07;08;2625.0;05;05;05;;06;06;2;0;1;3;4;0;00000
401640;1;1;2014;1;43;N;38;101;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;0;5;19000;09;10;10;;10;10;3800.0;07;07;07;;07;08;2;0;98;0;0;0;00000
403048;1;1;2014;1;43;N;38;100;1;;2;1;;4;2;1;1;;1;1;2;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;6;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;0;2;600;01;01;01;;01;01;300.0;01;01;01;;01;01;1;0;98;0;0;0;00000
396311;1;1;2014;1;43;N;38;92;1;;1;2;;4;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;5500;04;04;04;;04;04;5500.0;09;09;09;;09;09;1;0;98;0;0;0;10100
405761;1;1;2014;1;43;N;38;121;1;;1;2;;4;2;1;1;;1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;6940;05;05;05;;05;05;1156.6666259766;02;02;02;;02;02;1;0;98;0;0;0;00000
395962;1;1;2014;1;43;N;38;141;1;;2;2;;2;2;1;1;;1;1;1;2;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;5400;04;04;04;;04;04;771.42858886719;01;01;01;;01;01;2;7;3;4;0;0;00000
405519;1;1;2014;1;43;N;38;137;1;;2;1;;4;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;8500;06;06;06;;06;06;1416.6666259766;02;03;02;;03;03;1;0;2;0;0;0;00000
395990;1;1;2014;1;43;N;38;89;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;8000;06;06;06;;06;06;2000.0;04;04;03;;04;04;2;0;98;0;0;0;00000
394884;1;1;2014;1;43;N;38;111;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;15900;09;09;09;;09;09;3975.0;07;07;07;;07;08;2;0;98;0;0;0;10000
402036;1;1;2014;1;43;N;38;78;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;0;2;2300;01;01;01;;01;01;1150.0;02;02;02;;02;02;2;0;98;0;0;0;00110
406569;1;1;2014;1;43;N;38;105;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;4740;03;03;03;;03;03;1185.0;02;02;02;;02;02;2;0;98;0;0;0;00000
398185;1;1;2014;1;43;N;38;87;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;5500;04;04;04;;04;04;2750.0;05;06;05;;06;06;2;0;98;0;0;0;10000
394882;1;1;2014;1;43;N;38;65;1;;2;2;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;4920;03;03;03;;03;04;1230.0;02;02;02;;02;02;2;0;98;0;0;0;00010
